Date,SO
2005-02-02,22.61
2005-02-03,22.54
2005-02-04,22.72
2005-02-07,22.68
2005-02-08,22.63
2005-02-09,22.47
2005-02-10,22.56
2005-02-11,22.33
2005-02-14,22.47
2005-02-15,22.42
2005-02-16,22.31
2005-02-17,22.19
2005-02-18,21.85
2005-02-22,21.27
2005-02-23,21.43
2005-02-24,21.46
2005-02-25,21.85
2005-02-28,21.62
2005-03-01,21.80
2005-03-02,21.80
2005-03-03,21.63
2005-03-04,21.94
2005-03-07,21.91
2005-03-08,21.83
2005-03-09,21.35
2005-03-10,21.60
2005-03-11,21.40
2005-03-14,21.82
2005-03-15,21.59
2005-03-16,21.38
2005-03-17,21.65
2005-03-18,21.60
2005-03-21,21.47
2005-03-22,21.20
2005-03-23,21.10
2005-03-24,21.34
2005-03-28,21.16
2005-03-29,21.03
2005-03-30,21.29
2005-03-31,21.42
2005-04-01,21.50
2005-04-04,21.50
2005-04-05,21.65
2005-04-06,21.55
2005-04-07,21.63
2005-04-08,21.50
2005-04-11,21.75
2005-04-12,22.06
2005-04-13,21.88
2005-04-14,21.69
2005-04-15,21.50
2005-04-18,21.39
2005-04-19,21.88
2005-04-20,21.93
2005-04-21,22.12
2005-04-22,22.21
2005-04-25,22.41
2005-04-26,21.98
2005-04-27,22.25
2005-04-28,22.08
2005-04-29,22.43
2005-05-02,22.58
2005-05-03,22.50
2005-05-04,22.64
2005-05-05,22.54
2005-05-06,22.60
2005-05-09,22.60
2005-05-10,22.49
2005-05-11,22.48
2005-05-12,22.64
2005-05-13,22.93
2005-05-16,23.08
2005-05-17,23.47
2005-05-18,23.38
2005-05-19,23.37
2005-05-20,23.36
2005-05-23,23.22
2005-05-24,23.06
2005-05-25,22.99
2005-05-26,23.07
2005-05-27,23.24
2005-05-31,23.11
2005-06-01,23.43
2005-06-02,23.48
2005-06-03,23.44
2005-06-06,23.41
2005-06-07,23.46
2005-06-08,23.52
2005-06-09,23.48
2005-06-10,23.45
2005-06-13,23.41
2005-06-14,23.46
2005-06-15,23.24
2005-06-16,23.27
2005-06-17,23.32
2005-06-20,23.20
2005-06-21,23.34
2005-06-22,23.52
2005-06-23,23.50
2005-06-24,23.30
2005-06-27,23.60
2005-06-28,23.77
2005-06-29,23.68
2005-06-30,23.60
2005-07-01,23.88
2005-07-05,23.94
2005-07-06,23.55
2005-07-07,23.79
2005-07-08,24.24
2005-07-11,24.45
2005-07-12,24.28
2005-07-13,24.25
2005-07-14,24.14
2005-07-15,24.21
2005-07-18,24.03
2005-07-19,24.08
2005-07-20,24.10
2005-07-21,23.74
2005-07-22,24.06
2005-07-25,23.97
2005-07-26,23.96
2005-07-27,24.06
2005-07-28,24.18
2005-07-29,24.07
2005-08-01,23.84
2005-08-02,24.10
2005-08-03,24.16
2005-08-04,23.99
2005-08-05,23.54
2005-08-08,23.28
2005-08-09,23.50
2005-08-10,23.41
2005-08-11,23.61
2005-08-12,23.52
2005-08-15,23.57
2005-08-16,23.23
2005-08-17,23.03
2005-08-18,23.12
2005-08-19,23.18
2005-08-22,23.21
2005-08-23,23.48
2005-08-24,23.37
2005-08-25,23.62
2005-08-26,23.34
2005-08-29,23.44
2005-08-30,23.44
2005-08-31,23.67
2005-09-01,23.90
2005-09-02,24.13
2005-09-06,24.45
2005-09-07,24.25
2005-09-08,24.17
2005-09-09,24.42
2005-09-12,24.27
2005-09-13,24.10
2005-09-14,24.20
2005-09-15,24.41
2005-09-16,24.88
2005-09-19,24.68
2005-09-20,24.56
2005-09-21,24.45
2005-09-22,24.45
2005-09-23,24.59
2005-09-26,24.64
2005-09-27,24.55
2005-09-28,24.59
2005-09-29,24.76
2005-09-30,24.60
2005-10-03,24.82
2005-10-04,24.62
2005-10-05,24.01
2005-10-06,23.87
2005-10-07,24.01
2005-10-10,23.61
2005-10-11,23.49
2005-10-12,23.19
2005-10-13,22.90
2005-10-14,22.91
2005-10-17,23.26
2005-10-18,22.92
2005-10-19,23.13
2005-10-20,22.92
2005-10-21,23.28
2005-10-24,23.70
2005-10-25,23.81
2005-10-26,23.54
2005-10-27,23.29
2005-10-28,23.64
2005-10-31,24.07
2005-11-01,23.91
2005-11-02,24.03
2005-11-03,24.00
2005-11-04,24.00
2005-11-07,23.79
2005-11-08,23.89
2005-11-09,23.99
2005-11-10,24.01
2005-11-11,23.96
2005-11-14,23.65
2005-11-15,23.68
2005-11-16,23.73
2005-11-17,23.95
2005-11-18,24.19
2005-11-21,24.10
2005-11-22,24.05
2005-11-23,24.23
2005-11-25,24.29
2005-11-28,24.26
2005-11-29,24.38
2005-11-30,24.14
2005-12-01,24.23
2005-12-02,24.37
2005-12-05,24.34
2005-12-06,24.26
2005-12-07,24.12
2005-12-08,24.34
2005-12-09,24.49
2005-12-12,24.26
2005-12-13,24.53
2005-12-14,24.60
2005-12-15,24.53
2005-12-16,24.60
2005-12-19,24.45
2005-12-20,24.56
2005-12-21,24.25
2005-12-22,24.44
2005-12-23,24.44
2005-12-27,24.41
2005-12-28,24.32
2005-12-29,24.16
2005-12-30,24.01
2006-01-03,24.39
2006-01-04,24.33
2006-01-05,24.27
2006-01-06,24.41
2006-01-09,24.29
2006-01-10,24.25
2006-01-11,24.19
2006-01-12,24.22
2006-01-13,24.29
2006-01-17,24.40
2006-01-18,24.45
2006-01-19,24.78
2006-01-20,24.38
2006-01-23,24.50
2006-01-24,24.74
2006-01-25,24.58
2006-01-26,24.43
2006-01-27,24.53
2006-01-30,24.40
2006-01-31,24.20
2006-02-01,24.13
2006-02-02,23.73
2006-02-03,23.49
2006-02-06,23.52
2006-02-07,23.44
2006-02-08,23.40
2006-02-09,23.47
2006-02-10,23.50
2006-02-13,23.59
2006-02-14,23.60
2006-02-15,23.51
2006-02-16,23.76
2006-02-17,23.80
2006-02-21,23.87
2006-02-22,23.98
2006-02-23,23.91
2006-02-24,23.99
2006-02-27,24.01
2006-02-28,23.92
2006-03-01,23.97
2006-03-02,23.79
2006-03-03,23.78
2006-03-06,23.41
2006-03-07,23.43
2006-03-08,23.45
2006-03-09,23.32
2006-03-10,23.39
2006-03-13,23.40
2006-03-14,23.64
2006-03-15,23.71
2006-03-16,23.78
2006-03-17,23.76
2006-03-20,23.58
2006-03-21,23.50
2006-03-22,23.47
2006-03-23,23.36
2006-03-24,23.25
2006-03-27,23.21
2006-03-28,22.98
2006-03-29,23.15
2006-03-30,22.76
2006-03-31,23.04
2006-04-03,22.88
2006-04-04,22.97
2006-04-05,23.28
2006-04-06,22.85
2006-04-07,22.47
2006-04-10,22.39
2006-04-11,22.14
2006-04-12,22.26
2006-04-13,22.11
2006-04-17,22.21
2006-04-18,22.41
2006-04-19,22.43
2006-04-20,22.51
2006-04-21,22.49
2006-04-24,22.74
2006-04-25,22.29
2006-04-26,22.25
2006-04-27,22.83
2006-04-28,22.94
2006-05-01,22.60
2006-05-02,22.73
2006-05-03,22.43
2006-05-04,22.48
2006-05-05,22.79
2006-05-08,22.71
2006-05-09,22.61
2006-05-10,22.84
2006-05-11,22.47
2006-05-12,22.16
2006-05-15,22.31
2006-05-16,22.23
2006-05-17,21.70
2006-05-18,21.80
2006-05-19,22.20
2006-05-22,22.53
2006-05-23,22.15
2006-05-24,22.41
2006-05-25,22.60
2006-05-26,23.02
2006-05-30,22.54
2006-05-31,22.75
2006-06-01,22.77
2006-06-02,23.22
2006-06-05,23.03
2006-06-06,23.04
2006-06-07,23.03
2006-06-08,23.12
2006-06-09,23.22
2006-06-12,23.33
2006-06-13,23.06
2006-06-14,22.95
2006-06-15,23.31
2006-06-16,23.14
2006-06-19,23.06
2006-06-20,22.86
2006-06-21,22.78
2006-06-22,22.87
2006-06-23,22.80
2006-06-26,22.82
2006-06-27,22.58
2006-06-28,22.63
2006-06-29,22.78
2006-06-30,22.81
2006-07-03,22.98
2006-07-05,23.03
2006-07-06,23.03
2006-07-07,23.21
2006-07-10,23.43
2006-07-11,23.53
2006-07-12,23.33
2006-07-13,23.16
2006-07-14,23.15
2006-07-17,23.11
2006-07-18,23.25
2006-07-19,23.57
2006-07-20,23.71
2006-07-21,23.86
2006-07-24,23.87
2006-07-25,24.07
2006-07-26,24.06
2006-07-27,24.06
2006-07-28,24.08
2006-07-31,24.04
2006-08-01,24.31
2006-08-02,24.34
2006-08-03,24.02
2006-08-04,24.30
2006-08-07,23.89
2006-08-08,24.09
2006-08-09,24.00
2006-08-10,24.06
2006-08-11,24.04
2006-08-14,24.17
2006-08-15,24.32
2006-08-16,24.10
2006-08-17,24.17
2006-08-18,24.25
2006-08-21,24.28
2006-08-22,24.38
2006-08-23,24.12
2006-08-24,24.24
2006-08-25,24.15
2006-08-28,24.46
2006-08-29,24.35
2006-08-30,24.40
2006-08-31,24.67
2006-09-01,24.63
2006-09-05,24.47
2006-09-06,24.40
2006-09-07,24.41
2006-09-08,24.51
2006-09-11,24.56
2006-09-12,24.61
2006-09-13,24.80
2006-09-14,24.69
2006-09-15,24.89
2006-09-18,24.65
2006-09-19,24.69
2006-09-20,24.78
2006-09-21,24.84
2006-09-22,24.67
2006-09-25,24.97
2006-09-26,24.89
2006-09-27,25.15
2006-09-28,24.93
2006-09-29,24.81
2006-10-02,25.06
2006-10-03,25.17
2006-10-04,25.20
2006-10-05,25.15
2006-10-06,25.03
2006-10-09,25.01
2006-10-10,24.97
2006-10-11,25.20
2006-10-12,25.20
2006-10-13,25.26
2006-10-16,25.33
2006-10-17,25.33
2006-10-18,25.74
2006-10-19,25.66
2006-10-20,25.76
2006-10-23,25.83
2006-10-24,25.82
2006-10-25,26.07
2006-10-26,26.02
2006-10-27,25.94
2006-10-30,26.07
2006-10-31,26.20
2006-11-01,26.36
2006-11-02,26.22
2006-11-03,26.03
2006-11-06,25.97
2006-11-07,25.95
2006-11-08,26.14
2006-11-09,26.06
2006-11-10,26.24
2006-11-13,26.22
2006-11-14,26.35
2006-11-15,26.25
2006-11-16,26.29
2006-11-17,26.32
2006-11-20,26.30
2006-11-21,26.28
2006-11-22,26.28
2006-11-24,26.30
2006-11-27,25.96
2006-11-28,26.13
2006-11-29,26.38
2006-11-30,26.38
2006-12-01,26.44
2006-12-04,26.65
2006-12-05,26.71
2006-12-06,26.51
2006-12-07,26.45
2006-12-08,26.53
2006-12-11,26.66
2006-12-12,27.02
2006-12-13,27.01
2006-12-14,27.15
2006-12-15,26.90
2006-12-18,26.95
2006-12-19,27.17
2006-12-20,26.99
2006-12-21,26.97
2006-12-22,26.83
2006-12-26,27.00
2006-12-27,27.07
2006-12-28,26.85
2006-12-29,26.82
2007-01-03,26.91
2007-01-04,26.92
2007-01-05,26.51
2007-01-08,26.59
2007-01-09,26.66
2007-01-10,26.61
2007-01-11,26.72
2007-01-12,26.38
2007-01-16,26.54
2007-01-17,26.71
2007-01-18,26.65
2007-01-19,26.73
2007-01-22,26.66
2007-01-23,26.72
2007-01-24,26.75
2007-01-25,26.74
2007-01-26,26.48
2007-01-29,26.38
2007-01-30,26.35
2007-01-31,26.58
2007-02-01,26.72
2007-02-02,26.70
2007-02-05,26.78
2007-02-06,26.90
2007-02-07,26.84
2007-02-08,26.74
2007-02-09,26.76
2007-02-12,26.67
2007-02-13,26.86
2007-02-14,26.87
2007-02-15,26.73
2007-02-16,26.78
2007-02-20,26.90
2007-02-21,26.73
2007-02-22,26.71
2007-02-23,26.63
2007-02-26,26.77
2007-02-27,26.09
2007-02-28,26.33
2007-03-01,26.41
2007-03-02,26.03
2007-03-05,25.77
2007-03-06,26.10
2007-03-07,26.00
2007-03-08,26.17
2007-03-09,25.92
2007-03-12,26.07
2007-03-13,25.77
2007-03-14,25.98
2007-03-15,26.23
2007-03-16,26.03
2007-03-19,26.34
2007-03-20,26.68
2007-03-21,27.03
2007-03-22,26.98
2007-03-23,27.10
2007-03-26,27.24
2007-03-27,27.06
2007-03-28,26.95
2007-03-29,27.14
2007-03-30,26.95
2007-04-02,27.27
2007-04-03,27.35
2007-04-04,27.28
2007-04-05,27.36
2007-04-09,27.44
2007-04-10,27.52
2007-04-11,27.50
2007-04-12,27.48
2007-04-13,27.54
2007-04-16,27.52
2007-04-17,27.75
2007-04-18,27.90
2007-04-19,27.79
2007-04-20,28.08
2007-04-23,27.95
2007-04-24,28.17
2007-04-25,28.42
2007-04-26,28.31
2007-04-27,28.07
2007-04-30,27.79
2007-05-01,27.95
2007-05-02,27.99
2007-05-03,27.98
2007-05-04,27.96
2007-05-07,28.08
2007-05-08,28.01
2007-05-09,27.92
2007-05-10,27.39
2007-05-11,27.49
2007-05-14,27.50
2007-05-15,27.56
2007-05-16,27.87
2007-05-17,27.67
2007-05-18,27.75
2007-05-21,27.75
2007-05-22,27.62
2007-05-23,27.23
2007-05-24,26.67
2007-05-25,26.36
2007-05-29,26.54
2007-05-30,26.74
2007-05-31,26.77
2007-06-01,26.66
2007-06-04,26.59
2007-06-05,26.24
2007-06-06,26.23
2007-06-07,25.50
2007-06-08,25.72
2007-06-11,25.79
2007-06-12,25.38
2007-06-13,25.94
2007-06-14,26.12
2007-06-15,26.47
2007-06-18,26.13
2007-06-19,26.33
2007-06-20,25.69
2007-06-21,25.82
2007-06-22,25.23
2007-06-25,25.14
2007-06-26,25.12
2007-06-27,25.45
2007-06-28,25.20
2007-06-29,25.49
2007-07-02,25.75
2007-07-03,25.73
2007-07-05,25.57
2007-07-06,25.33
2007-07-09,25.49
2007-07-10,25.08
2007-07-11,25.30
2007-07-12,25.75
2007-07-13,25.92
2007-07-16,25.58
2007-07-17,25.51
2007-07-18,25.60
2007-07-19,25.98
2007-07-20,25.47
2007-07-23,25.69
2007-07-24,25.12
2007-07-25,25.75
2007-07-26,25.39
2007-07-27,25.12
2007-07-30,25.15
2007-07-31,25.00
2007-08-01,25.95
2007-08-02,26.27
2007-08-03,25.28
2007-08-06,26.55
2007-08-07,27.33
2007-08-08,27.73
2007-08-09,27.83
2007-08-10,27.57
2007-08-13,26.62
2007-08-14,26.36
2007-08-15,26.33
2007-08-16,26.65
2007-08-17,27.07
2007-08-20,27.08
2007-08-21,27.26
2007-08-22,27.30
2007-08-23,27.07
2007-08-24,27.16
2007-08-27,26.57
2007-08-28,26.41
2007-08-29,26.80
2007-08-30,26.51
2007-08-31,26.69
2007-09-04,26.98
2007-09-05,26.53
2007-09-06,26.82
2007-09-07,26.57
2007-09-10,26.73
2007-09-11,27.03
2007-09-12,27.18
2007-09-13,27.33
2007-09-14,27.37
2007-09-17,27.31
2007-09-18,27.77
2007-09-19,28.09
2007-09-20,27.79
2007-09-21,27.85
2007-09-24,27.73
2007-09-25,27.72
2007-09-26,27.87
2007-09-27,27.80
2007-09-28,27.28
2007-10-01,27.73
2007-10-02,27.69
2007-10-03,27.75
2007-10-04,27.76
2007-10-05,27.62
2007-10-08,27.54
2007-10-09,27.97
2007-10-10,27.67
2007-10-11,27.63
2007-10-12,27.56
2007-10-15,27.36
2007-10-16,27.17
2007-10-17,27.18
2007-10-18,27.12
2007-10-19,26.62
2007-10-22,26.76
2007-10-23,26.79
2007-10-24,26.86
2007-10-25,27.15
2007-10-26,27.22
2007-10-29,27.41
2007-10-30,27.29
2007-10-31,27.57
2007-11-01,27.07
2007-11-02,27.16
2007-11-05,27.30
2007-11-06,27.23
2007-11-07,26.76
2007-11-08,27.52
2007-11-09,27.26
2007-11-12,27.38
2007-11-13,27.62
2007-11-14,27.68
2007-11-15,28.00
2007-11-16,28.15
2007-11-19,28.66
2007-11-20,29.06
2007-11-21,28.94
2007-11-23,28.92
2007-11-26,28.61
2007-11-27,28.75
2007-11-28,28.83
2007-11-29,28.76
2007-11-30,28.60
2007-12-03,28.75
2007-12-04,29.03
2007-12-05,29.52
2007-12-06,29.61
2007-12-07,29.58
2007-12-10,29.77
2007-12-11,29.23
2007-12-12,29.27
2007-12-13,29.59
2007-12-14,29.27
2007-12-17,28.98
2007-12-18,29.49
2007-12-19,29.20
2007-12-20,29.34
2007-12-21,29.80
2007-12-24,29.76
2007-12-26,29.73
2007-12-27,29.56
2007-12-28,29.77
2007-12-31,29.46
2008-01-02,28.98
2008-01-03,28.98
2008-01-04,29.43
2008-01-07,30.03
2008-01-08,30.19
2008-01-09,30.79
2008-01-10,30.57
2008-01-11,30.23
2008-01-14,30.12
2008-01-15,29.89
2008-01-16,29.80
2008-01-17,29.15
2008-01-18,28.69
2008-01-22,28.13
2008-01-23,28.54
2008-01-24,27.79
2008-01-25,27.44
2008-01-28,27.47
2008-01-29,27.78
2008-01-30,27.67
2008-01-31,27.96
2008-02-01,28.68
2008-02-04,28.90
2008-02-05,28.11
2008-02-06,27.88
2008-02-07,27.62
2008-02-08,27.49
2008-02-11,27.43
2008-02-12,27.84
2008-02-13,27.79
2008-02-14,27.53
2008-02-15,27.51
2008-02-19,27.49
2008-02-20,27.50
2008-02-21,27.02
2008-02-22,27.31
2008-02-25,27.52
2008-02-26,27.82
2008-02-27,27.45
2008-02-28,27.06
2008-02-29,26.55
2008-03-03,26.64
2008-03-04,26.89
2008-03-05,26.89
2008-03-06,26.45
2008-03-07,26.36
2008-03-10,26.23
2008-03-11,27.01
2008-03-12,26.65
2008-03-13,26.63
2008-03-14,26.49
2008-03-17,27.26
2008-03-18,27.63
2008-03-19,27.12
2008-03-20,27.78
2008-03-24,27.50
2008-03-25,27.46
2008-03-26,27.42
2008-03-27,27.42
2008-03-28,27.19
2008-03-31,27.38
2008-04-01,27.99
2008-04-02,28.17
2008-04-03,28.09
2008-04-04,28.07
2008-04-07,27.87
2008-04-08,27.89
2008-04-09,28.25
2008-04-10,27.92
2008-04-11,27.91
2008-04-14,27.82
2008-04-15,28.06
2008-04-16,28.41
2008-04-17,28.29
2008-04-18,28.41
2008-04-21,28.25
2008-04-22,28.10
2008-04-23,28.13
2008-04-24,28.26
2008-04-25,28.52
2008-04-28,28.37
2008-04-29,28.29
2008-04-30,28.62
2008-05-01,28.71
2008-05-02,28.86
2008-05-05,28.62
2008-05-06,28.51
2008-05-07,28.25
2008-05-08,28.30
2008-05-09,28.22
2008-05-12,28.67
2008-05-13,28.54
2008-05-14,28.76
2008-05-15,28.55
2008-05-16,28.57
2008-05-19,28.80
2008-05-20,28.66
2008-05-21,28.38
2008-05-22,28.62
2008-05-23,27.99
2008-05-27,28.14
2008-05-28,28.10
2008-05-29,28.21
2008-05-30,28.15
2008-06-02,27.69
2008-06-03,27.50
2008-06-04,27.75
2008-06-05,27.96
2008-06-06,27.15
2008-06-09,27.41
2008-06-10,27.33
2008-06-11,27.19
2008-06-12,27.25
2008-06-13,27.29
2008-06-16,27.43
2008-06-17,27.33
2008-06-18,27.23
2008-06-19,27.21
2008-06-20,26.82
2008-06-23,27.12
2008-06-24,27.15
2008-06-25,27.54
2008-06-26,26.98
2008-06-27,26.77
2008-06-30,27.15
2008-07-01,27.34
2008-07-02,27.38
2008-07-03,27.47
2008-07-07,27.34
2008-07-08,27.85
2008-07-09,28.48
2008-07-10,28.38
2008-07-11,27.99
2008-07-14,27.71
2008-07-15,27.63
2008-07-16,27.49
2008-07-17,27.12
2008-07-18,27.09
2008-07-21,27.64
2008-07-22,27.72
2008-07-23,27.40
2008-07-24,27.62
2008-07-25,27.32
2008-07-28,27.50
2008-07-29,27.78
2008-07-30,27.89
2008-07-31,27.85
2008-08-01,27.22
2008-08-04,27.78
2008-08-05,28.24
2008-08-06,28.03
2008-08-07,27.80
2008-08-08,28.77
2008-08-11,29.55
2008-08-12,29.48
2008-08-13,29.43
2008-08-14,29.11
2008-08-15,29.46
2008-08-18,29.59
2008-08-19,29.47
2008-08-20,29.52
2008-08-21,29.55
2008-08-22,29.73
2008-08-25,29.33
2008-08-26,29.57
2008-08-27,29.63
2008-08-28,29.90
2008-08-29,29.51
2008-09-02,29.33
2008-09-03,29.60
2008-09-04,29.35
2008-09-05,29.19
2008-09-08,29.90
2008-09-09,29.78
2008-09-10,29.67
2008-09-11,29.89
2008-09-12,30.01
2008-09-15,29.98
2008-09-16,30.71
2008-09-17,29.99
2008-09-18,31.08
2008-09-19,30.21
2008-09-22,29.66
2008-09-23,29.44
2008-09-24,29.88
2008-09-25,30.39
2008-09-26,30.39
2008-09-29,29.31
2008-09-30,29.66
2008-10-01,29.73
2008-10-02,29.49
2008-10-03,29.23
2008-10-06,28.42
2008-10-07,28.07
2008-10-08,27.86
2008-10-09,26.37
2008-10-10,25.38
2008-10-13,28.19
2008-10-14,27.10
2008-10-15,25.64
2008-10-16,26.55
2008-10-17,26.35
2008-10-20,28.14
2008-10-21,27.59
2008-10-22,26.42
2008-10-23,28.51
2008-10-24,27.23
2008-10-27,25.92
2008-10-28,28.26
2008-10-29,27.37
2008-10-30,28.08
2008-10-31,27.35
2008-11-03,27.72
2008-11-04,28.02
2008-11-05,27.57
2008-11-06,26.90
2008-11-07,27.74
2008-11-10,27.56
2008-11-11,27.67
2008-11-12,27.24
2008-11-13,28.02
2008-11-14,28.04
2008-11-17,28.26
2008-11-18,27.88
2008-11-19,27.45
2008-11-20,26.94
2008-11-21,28.35
2008-11-24,28.27
2008-11-25,28.49
2008-11-26,28.76
2008-11-28,28.93
2008-12-01,28.01
2008-12-02,28.29
2008-12-03,29.01
2008-12-04,28.22
2008-12-05,29.38
2008-12-08,29.46
2008-12-09,29.12
2008-12-10,29.24
2008-12-11,28.96
2008-12-12,28.94
2008-12-15,28.55
2008-12-16,29.63
2008-12-17,28.91
2008-12-18,28.77
2008-12-19,28.54
2008-12-22,28.77
2008-12-23,28.44
2008-12-24,28.44
2008-12-26,28.65
2008-12-29,28.83
2008-12-30,29.09
2008-12-31,29.47
2009-01-02,29.84
2009-01-05,29.21
2009-01-06,28.50
2009-01-07,28.46
2009-01-08,28.35
2009-01-09,28.30
2009-01-12,28.50
2009-01-13,27.76
2009-01-14,27.35
2009-01-15,27.63
2009-01-16,27.90
2009-01-20,27.66
2009-01-21,27.83
2009-01-22,27.84
2009-01-23,27.60
2009-01-26,27.83
2009-01-27,27.83
2009-01-28,27.37
2009-01-29,27.30
2009-01-30,26.97
2009-02-02,26.84
2009-02-03,26.99
2009-02-04,27.05
2009-02-05,26.88
2009-02-06,27.08
2009-02-09,26.66
2009-02-10,25.90
2009-02-11,25.92
2009-02-12,25.50
2009-02-13,25.31
2009-02-17,24.52
2009-02-18,24.77
2009-02-19,24.89
2009-02-20,24.33
2009-02-23,23.96
2009-02-24,24.97
2009-02-25,25.16
2009-02-26,24.71
2009-02-27,24.44
2009-03-02,24.01
2009-03-03,22.96
2009-03-04,23.18
2009-03-05,22.42
2009-03-06,22.62
2009-03-09,21.62
2009-03-10,21.97
2009-03-11,21.88
2009-03-12,21.62
2009-03-13,21.88
2009-03-16,22.71
2009-03-17,23.24
2009-03-18,23.97
2009-03-19,24.43
2009-03-20,24.66
2009-03-23,25.66
2009-03-24,24.77
2009-03-25,24.55
2009-03-26,24.76
2009-03-27,24.65
2009-03-30,24.46
2009-03-31,24.69
2009-04-01,24.84
2009-04-02,25.05
2009-04-03,25.06
2009-04-06,24.98
2009-04-07,24.95
2009-04-08,25.30
2009-04-09,24.91
2009-04-13,24.62
2009-04-14,24.07
2009-04-15,24.23
2009-04-16,24.08
2009-04-17,23.90
2009-04-20,24.07
2009-04-21,24.22
2009-04-22,23.77
2009-04-23,23.79
2009-04-24,23.75
2009-04-27,23.99
2009-04-28,24.21
2009-04-29,24.21
2009-04-30,23.63
2009-05-01,23.58
2009-05-04,23.73
2009-05-05,23.66
2009-05-06,23.87
2009-05-07,23.95
2009-05-08,23.53
2009-05-11,23.72
2009-05-12,23.62
2009-05-13,23.43
2009-05-14,23.30
2009-05-15,23.01
2009-05-18,23.01
2009-05-19,22.89
2009-05-20,22.46
2009-05-21,22.39
2009-05-22,22.67
2009-05-26,23.16
2009-05-27,22.98
2009-05-28,23.15
2009-05-29,23.25
2009-06-01,23.67
2009-06-02,23.75
2009-06-03,23.51
2009-06-04,23.51
2009-06-05,23.66
2009-06-08,23.58
2009-06-09,23.43
2009-06-10,23.77
2009-06-11,24.47
2009-06-12,25.00
2009-06-15,24.66
2009-06-16,24.65
2009-06-17,24.85
2009-06-18,25.44
2009-06-19,25.05
2009-06-22,25.42
2009-06-23,25.45
2009-06-24,25.61
2009-06-25,26.00
2009-06-26,26.10
2009-06-29,26.07
2009-06-30,25.50
2009-07-01,25.79
2009-07-02,25.37
2009-07-06,25.91
2009-07-07,25.43
2009-07-08,25.30
2009-07-09,25.18
2009-07-10,25.12
2009-07-13,25.14
2009-07-14,25.23
2009-07-15,25.80
2009-07-16,26.02
2009-07-17,25.76
2009-07-20,26.01
2009-07-21,26.13
2009-07-22,26.00
2009-07-23,26.43
2009-07-24,26.70
2009-07-27,26.69
2009-07-28,26.18
2009-07-29,26.03
2009-07-30,26.42
2009-07-31,26.05
2009-08-03,25.94
2009-08-04,26.01
2009-08-05,25.92
2009-08-06,25.98
2009-08-07,26.14
2009-08-10,26.00
2009-08-11,25.91
2009-08-12,26.06
2009-08-13,26.03
2009-08-14,26.11
2009-08-17,25.79
2009-08-18,25.63
2009-08-19,25.80
2009-08-20,26.01
2009-08-21,26.14
2009-08-24,26.20
2009-08-25,26.16
2009-08-26,26.24
2009-08-27,26.18
2009-08-28,26.20
2009-08-31,25.89
2009-09-01,25.82
2009-09-02,25.78
2009-09-03,25.83
2009-09-04,26.07
2009-09-08,26.08
2009-09-09,25.84
2009-09-10,25.89
2009-09-11,25.74
2009-09-14,26.15
2009-09-15,26.52
2009-09-16,26.68
2009-09-17,26.61
2009-09-18,26.57
2009-09-21,26.58
2009-09-22,26.37
2009-09-23,26.39
2009-09-24,26.49
2009-09-25,26.47
2009-09-28,26.52
2009-09-29,26.52
2009-09-30,26.28
2009-10-01,26.28
2009-10-02,26.32
2009-10-05,26.32
2009-10-06,26.46
2009-10-07,26.41
2009-10-08,26.40
2009-10-09,26.42
2009-10-12,26.48
2009-10-13,26.34
2009-10-14,26.42
2009-10-15,26.64
2009-10-16,26.96
2009-10-19,27.60
2009-10-20,27.55
2009-10-21,27.78
2009-10-22,27.61
2009-10-23,27.10
2009-10-26,27.03
2009-10-27,27.09
2009-10-28,26.99
2009-10-29,26.67
2009-10-30,26.23
2009-11-02,26.10
2009-11-03,26.06
2009-11-04,26.23
2009-11-05,26.49
2009-11-06,26.57
2009-11-09,26.99
2009-11-10,27.08
2009-11-11,26.89
2009-11-12,26.57
2009-11-13,26.56
2009-11-16,26.83
2009-11-17,26.72
2009-11-18,26.68
2009-11-19,26.48
2009-11-20,26.41
2009-11-23,26.79
2009-11-24,26.89
2009-11-25,26.94
2009-11-27,26.58
2009-11-30,26.99
2009-12-01,27.26
2009-12-02,27.45
2009-12-03,27.86
2009-12-04,27.61
2009-12-07,27.76
2009-12-08,27.90
2009-12-09,28.24
2009-12-10,28.41
2009-12-11,28.78
2009-12-14,28.74
2009-12-15,28.68
2009-12-16,28.49
2009-12-17,28.17
2009-12-18,28.42
2009-12-21,28.37
2009-12-22,28.09
2009-12-23,28.00
2009-12-24,28.13
2009-12-28,28.12
2009-12-29,28.19
2009-12-30,28.32
2009-12-31,28.02
2010-01-04,27.96
2010-01-05,27.40
2010-01-06,27.79
2010-01-07,27.67
2010-01-08,27.61
2010-01-11,27.97
2010-01-12,27.79
2010-01-13,28.19
2010-01-14,28.12
2010-01-15,28.04
2010-01-19,28.30
2010-01-20,28.11
2010-01-21,27.88
2010-01-22,27.37
2010-01-25,27.58
2010-01-26,27.73
2010-01-27,27.68
2010-01-28,27.23
2010-01-29,27.27
2010-02-01,27.27
2010-02-02,27.40
2010-02-03,27.27
2010-02-04,26.92
2010-02-05,27.02
2010-02-08,26.53
2010-02-09,26.67
2010-02-10,26.66
2010-02-11,26.69
2010-02-12,26.57
2010-02-16,27.17
2010-02-17,26.97
2010-02-18,27.11
2010-02-19,27.52
2010-02-22,27.56
